Country,Year,Attack_Type,Target_Industry,Financial_Loss ,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_time ,Risk_score,Threat_level,Attack_severity
Australia,2022,Malware,Government,24.60,221315,Nation-state,Unpatched Software,VPN,53,0.238635965,Low,Low
Brazil,2018,SQL Injection,Education,52.70,861075,Hacker Group,Social Engineering,Encryption,7,0.627353716,Medium,Critical
Japan,2022,Phishing,Telecommunications,33.54,55209,Nation-state,Unpatched Software,VPN,11,0.251372228,Low,Low
India,2018,Phishing,Education,43.54,76479,Insider,Zero-day,Firewall,4,0.327762559,Low,Low
Japan,2016,SQL Injection,Telecommunications,37.17,728731,Unknown,Weak Passwords,VPN,72,0.478915147,Medium,Moderate
Japan,2017,SQL Injection,Education,36.37,161579,Nation-state,Zero-day,Firewall,15,0.303106861,Low,Low
Germany,2019,SQL Injection,Government,56.53,362642,Unknown,Social Engineering,Encryption,19,0.504581899,Medium,Moderate
Brazil,2017,DDoS,Education,29.76,913276,Insider,Social Engineering,Encryption,57,0.482423674,Medium,Critical
Brazil,2019,Phishing,Government,70.60,817268,Nation-state,Zero-day,VPN,1,0.739519348,High,Critical
UK,2021,SQL Injection,IT,80.05,682480,Hacker Group,Zero-day,AI-based Detection,14,0.765224799,High,Moderate
USA,2024,DDoS,Telecommunications,15.53,298385,Hacker Group,Unpatched Software,AI-based Detection,11,0.198269057,Low,Moderate
China,2020,DDoS,Healthcare,6.32,682445,Nation-state,Social Engineering,Firewall,20,0.249052679,Low,Moderate
India,2021,SQL Injection,Government,18.26,78277,Hacker Group,Weak Passwords,Firewall,51,0.151324458,Low,Low
India,2023,Man-in-the-Middle,IT,90.85,985267,Hacker Group,Unpatched Software,Firewall,48,0.931701627,High,Critical
Japan,2016,Man-in-the-Middle,Healthcare,2.59,603982,Hacker Group,Social Engineering,Firewall,18,0.199392573,Low,Moderate
Japan,2021,DDoS,Banking,74.26,81354,Insider,Weak Passwords,Firewall,6,0.544287099,Medium,Low
France,2021,Phishing,Education,78.99,542754,Insider,Zero-day,VPN,42,0.715870952,High,Moderate
Australia,2020,Phishing,Education,85.79,905386,Hacker Group,Zero-day,Firewall,17,0.872305035,High,Critical
UK,2021,Phishing,Banking,88.38,281387,Hacker Group,Social Engineering,Firewall,55,0.703168795,High,Moderate
France,2015,Malware,Banking,30.15,205850,Insider,Unpatched Software,Firewall,72,0.272848656,Low,Low
Germany,2024,Malware,Telecommunications,70.44,998028,Hacker Group,Unpatched Software,Encryption,59,0.792647037,High,Critical
China,2015,Malware,IT,20.63,780527,Hacker Group,Zero-day,Antivirus,68,0.378668041,Medium,Critical
USA,2020,Ransomware,Telecommunications,56.37,667436,Insider,Social Engineering,AI-based Detection,11,0.594933374,Medium,Moderate
Japan,2022,Ransomware,Retail,71.26,440529,Insider,Weak Passwords,Encryption,20,0.631076843,Medium,Moderate
China,2023,Man-in-the-Middle,Banking,3.47,194670,Nation-state,Social Engineering,Firewall,29,0.082714753,Low,Low
USA,2023,DDoS,Banking,53.59,750875,Nation-state,Weak Passwords,Encryption,30,0.600512268,Medium,Moderate
China,2020,Phishing,Retail,75.95,970373,Unknown,Social Engineering,AI-based Detection,58,0.822921365,High,Critical
France,2024,Phishing,Retail,44.98,827399,Nation-state,Weak Passwords,AI-based Detection,25,0.563201822,Medium,Critical
UK,2018,Man-in-the-Middle,Education,81.01,416149,Insider,Unpatched Software,Antivirus,56,0.692016998,High,Moderate
Germany,2015,Ransomware,IT,51.11,506625,Insider,Weak Passwords,VPN,41,0.509848776,Medium,Moderate
USA,2018,Phishing,Government,38.83,333027,Hacker Group,Zero-day,VPN,19,0.371781763,Medium,Moderate
USA,2021,SQL Injection,Telecommunications,89.93,982269,Insider,Unpatched Software,Antivirus,51,0.924361255,High,Critical
Brazil,2024,Malware,Government,78.97,724903,Unknown,Weak Passwords,Encryption,53,0.77039559,High,Moderate
Russia,2024,DDoS,Education,26.82,156823,Hacker Group,Social Engineering,VPN,1,0.234822854,Low,Low
China,2017,DDoS,Education,56.73,244753,Insider,Zero-day,VPN,45,0.470602425,Medium,Low
Russia,2022,Malware,Retail,71.15,258554,Unknown,Social Engineering,AI-based Detection,72,0.575694332,Medium,Moderate
Australia,2020,Ransomware,Telecommunications,97.90,139407,Insider,Unpatched Software,Antivirus,41,0.727205907,High,Low
France,2023,Phishing,Education,5.80,206203,Hacker Group,Social Engineering,Encryption,7,0.102487548,Low,Low
UK,2016,SQL Injection,Government,69.55,55635,Unknown,Weak Passwords,Encryption,13,0.503595284,Medium,Low
Germany,2021,Ransomware,Education,11.42,55683,Hacker Group,Unpatched Software,AI-based Detection,19,0.096658994,Low,Low
India,2023,Phishing,Banking,87.62,210006,Nation-state,Social Engineering,VPN,27,0.676426144,Medium,Low
Russia,2015,Man-in-the-Middle,Education,98.58,816455,Unknown,Unpatched Software,AI-based Detection,40,0.935154947,High,Critical
UK,2020,SQL Injection,IT,87.48,53147,Nation-state,Social Engineering,Antivirus,9,0.628371164,Medium,Low
UK,2018,SQL Injection,Telecommunications,80.96,583514,Hacker Group,Zero-day,VPN,54,0.741894796,High,Moderate
UK,2022,Ransomware,Government,85.43,688150,Unknown,Weak Passwords,Firewall,58,0.804590187,High,Moderate
Japan,2023,Phishing,Government,3.54,809443,Insider,Weak Passwords,VPN,59,0.267704045,Low,Critical
Japan,2024,Malware,Government,34.03,78149,Nation-state,Weak Passwords,Encryption,30,0.261687084,Low,Low
Australia,2018,DDoS,Banking,64.29,113775,Insider,Weak Passwords,AI-based Detection,14,0.48421997,Medium,Low
India,2021,Ransomware,Banking,54.97,798498,Nation-state,Zero-day,VPN,54,0.62446535,Medium,Critical
Brazil,2016,Phishing,Education,97.45,267789,Insider,Weak Passwords,Encryption,26,0.762584255,High,Moderate
UK,2023,SQL Injection,Telecommunications,30.19,833840,Insider,Unpatched Software,Antivirus,6,0.461594474,Medium,Critical
USA,2018,DDoS,Banking,6.61,646433,Insider,Social Engineering,Firewall,37,0.240275338,Low,Moderate
Brazil,2017,Man-in-the-Middle,Government,68.03,403770,Hacker Group,Weak Passwords,Encryption,22,0.597432855,Medium,Moderate
Germany,2018,SQL Injection,Retail,75.63,814701,Hacker Group,Social Engineering,Antivirus,63,0.773962489,High,Critical
China,2019,Ransomware,IT,72.29,666683,Hacker Group,Zero-day,Encryption,34,0.706158537,High,Moderate
Germany,2016,DDoS,Banking,44.17,236438,Hacker Group,Weak Passwords,Antivirus,24,0.380178222,Medium,Low
Russia,2020,DDoS,Education,60.94,798113,Insider,Social Engineering,Antivirus,23,0.666143988,Medium,Critical
Germany,2021,Malware,Healthcare,23.34,518982,Hacker Group,Weak Passwords,VPN,20,0.319147789,Low,Moderate
Germany,2015,DDoS,IT,76.99,252225,Unknown,Unpatched Software,Antivirus,67,0.614679027,Medium,Low
USA,2017,SQL Injection,Government,60.66,5346,Unknown,Zero-day,Antivirus,69,0.426266852,Medium,Low
China,2017,DDoS,Retail,19.36,4814,Unknown,Social Engineering,AI-based Detection,42,0.136978281,Low,Low
Brazil,2021,SQL Injection,Banking,50.61,772512,Hacker Group,Weak Passwords,Encryption,42,0.586143651,Medium,Critical
Australia,2023,Phishing,Education,81.81,16360,Nation-state,Unpatched Software,AI-based Detection,37,0.577637065,Medium,Low
India,2024,Phishing,Telecommunications,38.68,224143,Nation-state,Social Engineering,Antivirus,60,0.338054531,Medium,Low
Russia,2023,SQL Injection,IT,52.35,743325,Insider,Weak Passwords,VPN,9,0.589565572,Medium,Moderate
France,2019,Phishing,Education,81.47,597542,Unknown,Weak Passwords,VPN,11,0.749675089,High,Moderate
Russia,2024,Malware,Education,55.15,913591,Hacker Group,Zero-day,AI-based Detection,51,0.660265984,Medium,Critical
Japan,2023,SQL Injection,IT,8.24,183702,Nation-state,Zero-day,VPN,57,0.112816491,Low,Low
China,2024,Ransomware,Healthcare,42.26,685837,Insider,Social Engineering,VPN,68,0.501675812,Medium,Moderate
India,2015,Phishing,Healthcare,28.60,690500,Hacker Group,Weak Passwords,Encryption,11,0.407445659,Medium,Moderate
India,2016,SQL Injection,Banking,4.31,520308,Insider,Zero-day,VPN,39,0.186322412,Low,Moderate
India,2020,Phishing,Education,17.43,84643,Nation-state,Unpatched Software,Antivirus,53,0.147424374,Low,Low
France,2023,Malware,Healthcare,85.28,762282,Hacker Group,Social Engineering,Firewall,11,0.825787802,High,Critical
France,2022,Malware,Education,70.46,427144,Unknown,Social Engineering,Firewall,42,0.621459316,Medium,Moderate
Russia,2018,Man-in-the-Middle,Banking,86.87,800683,Nation-state,Unpatched Software,Firewall,57,0.848443422,High,Critical
Japan,2024,Man-in-the-Middle,Education,46.39,662101,Insider,Social Engineering,VPN,7,0.523465303,Medium,Moderate
Australia,2016,Malware,IT,30.72,977343,Hacker Group,Weak Passwords,VPN,47,0.508371464,Medium,Critical
India,2021,Ransomware,Education,86.73,534013,Unknown,Unpatched Software,Firewall,49,0.767433113,High,Moderate
China,2024,SQL Injection,Education,18.45,947933,Insider,Social Engineering,Antivirus,10,0.413646653,Medium,Critical
Australia,2017,Malware,Retail,9.25,692167,Unknown,Weak Passwords,Encryption,70,0.272482396,Low,Moderate
Japan,2023,Malware,IT,23.16,320277,Unknown,Weak Passwords,Encryption,69,0.258254397,Low,Moderate
Japan,2017,Ransomware,Retail,49.75,163062,Unknown,Unpatched Software,AI-based Detection,43,0.39722129,Medium,Low
Australia,2017,Malware,Banking,25.76,801821,Unknown,Weak Passwords,AI-based Detection,18,0.420972165,Medium,Critical
China,2016,Ransomware,Government,72.25,860664,Unknown,Zero-day,Firewall,10,0.764094057,High,Critical
Japan,2018,Man-in-the-Middle,Education,20.85,511823,Insider,Zero-day,AI-based Detection,43,0.299567562,Low,Moderate
Germany,2024,Man-in-the-Middle,IT,93.13,952299,Unknown,Weak Passwords,VPN,33,0.937769212,High,Critical
India,2018,Phishing,Education,5.27,982450,Unknown,Weak Passwords,Firewall,32,0.331736307,Low,Critical
Australia,2024,DDoS,Retail,28.16,411083,Unknown,Weak Passwords,Firewall,30,0.320509644,Low,Moderate
USA,2019,Man-in-the-Middle,Government,17.59,43140,Insider,Social Engineering,AI-based Detection,28,0.13608904,Low,Low
UK,2018,Malware,Education,51.59,935465,Nation-state,Weak Passwords,AI-based Detection,28,0.641908087,Medium,Critical
Germany,2018,DDoS,Banking,81.34,52799,Insider,Zero-day,AI-based Detection,38,0.585282427,Medium,Low
China,2020,SQL Injection,Telecommunications,70.02,688312,Nation-state,Unpatched Software,VPN,48,0.696758017,High,Moderate
France,2024,Phishing,Government,5.18,219162,Hacker Group,Unpatched Software,Encryption,23,0.102036233,Low,Low
UK,2017,Man-in-the-Middle,Telecommunications,60.01,740448,Hacker Group,Weak Passwords,Encryption,26,0.64232752,Medium,Moderate
France,2016,Ransomware,Banking,62.73,596776,Nation-state,Zero-day,Firewall,17,0.618252086,Medium,Moderate
Australia,2022,SQL Injection,Telecommunications,56.20,571454,Insider,Weak Passwords,VPN,42,0.564938141,Medium,Moderate
Russia,2020,DDoS,Government,72.59,787260,Insider,Weak Passwords,Firewall,15,0.744445055,High,Critical
UK,2018,Malware,Healthcare,19.79,805745,Insider,Weak Passwords,Firewall,7,0.380355616,Medium,Critical
Russia,2020,SQL Injection,Telecommunications,35.02,377194,Unknown,Weak Passwords,Firewall,50,0.358364034,Medium,Moderate
China,2023,Malware,Education,37.07,417554,Insider,Unpatched Software,Antivirus,35,0.38482789,Medium,Moderate
China,2019,SQL Injection,Government,65.85,252025,Hacker Group,Zero-day,Encryption,60,0.536631206,Medium,Low
India,2015,Ransomware,Education,96.03,898251,Hacker Group,Weak Passwords,Antivirus,70,0.941850922,High,Critical
Brazil,2015,Man-in-the-Middle,Banking,74.27,551388,Unknown,Unpatched Software,Encryption,51,0.685418793,High,Moderate
India,2017,DDoS,Banking,45.98,538245,Hacker Group,Weak Passwords,AI-based Detection,18,0.483424649,Medium,Moderate
India,2021,Malware,Telecommunications,50.97,838461,Nation-state,Zero-day,AI-based Detection,6,0.608455828,Medium,Critical
Brazil,2020,SQL Injection,Banking,68.05,912770,Unknown,Zero-day,AI-based Detection,67,0.750328625,High,Critical
India,2021,DDoS,Education,95.95,62194,Nation-state,Zero-day,AI-based Detection,12,0.690382184,High,Low
UK,2023,Man-in-the-Middle,Banking,15.01,416522,Insider,Social Engineering,VPN,63,0.230082734,Low,Moderate
UK,2021,DDoS,IT,70.49,530341,Insider,Social Engineering,VPN,40,0.652639741,Medium,Moderate
Japan,2022,Ransomware,IT,73.10,346939,Insider,Weak Passwords,VPN,21,0.615870879,Medium,Moderate
Russia,2021,Phishing,Banking,78.45,56333,Unknown,Social Engineering,VPN,8,0.566110991,Medium,Low
Germany,2018,Ransomware,IT,27.51,644913,Unknown,Weak Passwords,VPN,32,0.386133803,Medium,Moderate
Japan,2017,SQL Injection,Banking,18.01,295917,Unknown,Weak Passwords,VPN,57,0.214890123,Low,Moderate
India,2020,Malware,Healthcare,20.62,54206,Insider,Unpatched Software,VPN,51,0.160622173,Low,Low
India,2018,DDoS,Telecommunications,47.50,423071,Unknown,Unpatched Software,Antivirus,69,0.459500897,Medium,Moderate
Australia,2021,Man-in-the-Middle,Healthcare,17.62,687020,Unknown,Weak Passwords,Antivirus,48,0.329533591,Low,Moderate
USA,2020,Ransomware,Education,77.09,550317,Insider,Weak Passwords,Encryption,63,0.70483935,High,Moderate
Germany,2021,Phishing,Banking,48.00,170032,Nation-state,Social Engineering,Encryption,24,0.387061829,Medium,Low
China,2020,SQL Injection,Healthcare,11.55,388591,Unknown,Zero-day,Antivirus,68,0.197477952,Low,Moderate
India,2023,DDoS,Healthcare,2.27,438318,Hacker Group,Unpatched Software,AI-based Detection,39,0.147435003,Low,Moderate
India,2018,DDoS,Education,1.71,63389,Insider,Unpatched Software,VPN,20,0.030994841,Low,Low
USA,2015,Man-in-the-Middle,Retail,95.66,377602,Nation-state,Zero-day,Firewall,15,0.783008931,High,Moderate
France,2021,SQL Injection,Government,42.75,467551,Unknown,Unpatched Software,Encryption,61,0.439596444,Medium,Moderate
UK,2022,Malware,Telecommunications,38.76,361529,Nation-state,Social Engineering,Firewall,67,0.379845437,Medium,Moderate
Australia,2019,Man-in-the-Middle,Retail,15.21,677755,Hacker Group,Social Engineering,Firewall,52,0.309881389,Low,Moderate
UK,2022,Man-in-the-Middle,IT,66.25,303838,Nation-state,Zero-day,AI-based Detection,56,0.554981062,Medium,Moderate
India,2016,Ransomware,Banking,93.74,339815,Insider,Weak Passwords,Firewall,58,0.758227348,High,Moderate
Russia,2020,Ransomware,Banking,13.66,820140,Insider,Social Engineering,VPN,63,0.341761401,Medium,Critical
Russia,2015,Ransomware,IT,49.30,879875,Insider,Zero-day,Encryption,61,0.609193395,Medium,Critical
Brazil,2022,Man-in-the-Middle,Healthcare,40.94,987320,Unknown,Zero-day,AI-based Detection,44,0.582912812,Medium,Critical
Japan,2023,SQL Injection,Government,13.51,772948,Unknown,Zero-day,VPN,43,0.326548527,Low,Critical
Brazil,2015,Phishing,Healthcare,84.83,794914,Insider,Social Engineering,Firewall,34,0.832430662,High,Critical
Brazil,2019,DDoS,Telecommunications,36.98,198563,Hacker Group,Social Engineering,Firewall,24,0.318476539,Low,Low
Germany,2022,DDoS,Retail,21.45,32346,Nation-state,Unpatched Software,AI-based Detection,38,0.15987236,Low,Low
China,2015,Phishing,Banking,18.39,541829,Nation-state,Zero-day,Antivirus,33,0.291350926,Low,Moderate
Russia,2024,Phishing,Telecommunications,21.22,446028,Hacker Group,Weak Passwords,VPN,37,0.282412113,Low,Moderate
France,2022,Malware,Education,13.06,759625,Insider,Social Engineering,Encryption,14,0.319399852,Low,Critical
Brazil,2017,Phishing,Retail,3.18,520654,Nation-state,Social Engineering,VPN,53,0.178515459,Low,Moderate
USA,2023,DDoS,IT,99.64,248383,Insider,Social Engineering,Firewall,55,0.772091863,High,Low
China,2017,Man-in-the-Middle,Banking,62.39,855974,Unknown,Social Engineering,VPN,44,0.693659641,High,Critical
China,2020,Malware,Government,84.23,50842,Insider,Zero-day,AI-based Detection,59,0.604927136,Medium,Low
Germany,2015,Man-in-the-Middle,Education,81.50,697275,Nation-state,Weak Passwords,Encryption,59,0.779815935,High,Moderate
Germany,2022,Man-in-the-Middle,Telecommunications,0.54,419912,Nation-state,Zero-day,AI-based Detection,40,0.129799975,Low,Moderate
Japan,2023,Man-in-the-Middle,Banking,65.80,193620,Nation-state,Zero-day,VPN,67,0.518753274,Medium,Low
China,2024,SQL Injection,Banking,58.32,777684,Unknown,Zero-day,VPN,31,0.641671216,Medium,Critical
UK,2018,Malware,Healthcare,27.61,375245,Hacker Group,Social Engineering,Firewall,20,0.305903933,Low,Moderate
China,2023,Man-in-the-Middle,IT,22.96,656090,Insider,Unpatched Software,Encryption,27,0.357634942,Medium,Moderate
Australia,2016,Man-in-the-Middle,IT,80.27,653967,Unknown,Unpatched Software,Encryption,21,0.75820793,High,Moderate
India,2022,SQL Injection,Education,0.83,977791,Unknown,Weak Passwords,Antivirus,15,0.299254988,Low,Critical
UK,2023,DDoS,Telecommunications,81.91,397687,Hacker Group,Social Engineering,VPN,65,0.692777005,High,Moderate
France,2017,Malware,Banking,40.87,719537,Nation-state,Zero-day,AI-based Detection,23,0.50205853,Medium,Moderate
Brazil,2017,DDoS,Telecommunications,34.79,724790,Hacker Group,Unpatched Software,Firewall,64,0.461070749,Medium,Moderate
France,2016,Phishing,IT,33.33,51723,Hacker Group,Weak Passwords,Encryption,23,0.248855899,Low,Low
India,2023,Ransomware,Healthcare,18.26,312340,Nation-state,Zero-day,VPN,35,0.221568997,Low,Moderate
India,2016,Man-in-the-Middle,Banking,15.28,995025,Unknown,Weak Passwords,AI-based Detection,52,0.405587192,Medium,Critical
France,2024,SQL Injection,Telecommunications,48.77,336356,Hacker Group,Unpatched Software,Encryption,2,0.442367787,Medium,Moderate
France,2017,Ransomware,Retail,48.93,886212,Unknown,Weak Passwords,Encryption,67,0.60850493,Medium,Critical
Japan,2016,Ransomware,Healthcare,37.23,209358,Nation-state,Social Engineering,Firewall,25,0.323466397,Low,Low
Russia,2022,DDoS,Education,69.24,495616,Nation-state,Unpatched Software,Antivirus,38,0.633467563,Medium,Moderate
China,2021,SQL Injection,Government,55.55,224311,Insider,Zero-day,Firewall,57,0.45620676,Medium,Low
Japan,2022,DDoS,IT,51.95,65516,Insider,Weak Passwords,Firewall,37,0.383348345,Medium,Low
Germany,2024,Ransomware,Government,40.36,301972,Unknown,Weak Passwords,VPN,33,0.373172933,Medium,Moderate
Germany,2015,Phishing,Telecommunications,47.04,124250,Insider,Zero-day,AI-based Detection,64,0.366601542,Medium,Low
USA,2018,Man-in-the-Middle,Healthcare,22.61,733934,Nation-state,Zero-day,Firewall,31,0.378546424,Medium,Moderate
Brazil,2022,Malware,IT,19.26,377446,Unknown,Zero-day,AI-based Detection,12,0.248108629,Low,Moderate
China,2021,SQL Injection,IT,98.57,430792,Insider,Weak Passwords,Antivirus,9,0.819343795,High,Moderate
UK,2015,Malware,IT,96.79,825881,Unknown,Zero-day,AI-based Detection,35,0.925452527,High,Critical
USA,2020,Malware,Telecommunications,27.16,858207,Nation-state,Unpatched Software,AI-based Detection,42,0.447695122,Medium,Critical
Germany,2021,Ransomware,Healthcare,16.64,912847,Unknown,Weak Passwords,Antivirus,27,0.390445742,Medium,Critical
UK,2018,Malware,Banking,41.34,82287,Unknown,Unpatched Software,Encryption,61,0.314104055,Low,Low
USA,2020,Man-in-the-Middle,Education,44.85,527938,Nation-state,Zero-day,Encryption,1,0.472420628,Medium,Moderate
UK,2022,DDoS,Telecommunications,50.90,645154,Insider,Weak Passwords,AI-based Detection,16,0.549952504,Medium,Moderate
India,2018,Ransomware,Retail,26.01,732636,Hacker Group,Zero-day,VPN,3,0.401959262,Medium,Moderate
Russia,2015,DDoS,Retail,69.61,26321,Nation-state,Zero-day,Encryption,11,0.495217915,Medium,Low
Germany,2023,Ransomware,Banking,52.88,982507,Unknown,Unpatched Software,Encryption,39,0.665056744,Medium,Critical
Russia,2019,Malware,Retail,11.57,367712,Nation-state,Weak Passwords,Firewall,13,0.191351979,Low,Moderate
Russia,2015,DDoS,Telecommunications,83.28,236346,Insider,Unpatched Software,AI-based Detection,55,0.653947991,Medium,Low
Australia,2018,SQL Injection,Retail,51.46,287089,Nation-state,Weak Passwords,Encryption,8,0.446414173,Medium,Moderate
Brazil,2024,Malware,Healthcare,50.71,964191,Unknown,Weak Passwords,VPN,36,0.644368418,Medium,Critical
China,2016,SQL Injection,Healthcare,52.68,55913,Nation-state,Social Engineering,Antivirus,70,0.385576904,Medium,Low
Japan,2015,Phishing,Government,98.29,850600,Insider,Zero-day,Encryption,17,0.943371985,High,Critical
France,2024,Phishing,Retail,45.57,201137,Hacker Group,Zero-day,Antivirus,25,0.379385035,Medium,Low
Germany,2017,Malware,Healthcare,1.68,859708,Nation-state,Weak Passwords,Encryption,10,0.269767749,Low,Critical
Russia,2016,Phishing,Government,2.74,863777,Insider,Zero-day,Antivirus,20,0.278409636,Low,Critical
Japan,2024,SQL Injection,Banking,67.37,521384,Unknown,Social Engineering,Antivirus,32,0.628109476,Medium,Moderate
Russia,2022,SQL Injection,Government,69.09,474183,Insider,Weak Passwords,Antivirus,27,0.62598521,Medium,Moderate
Brazil,2018,SQL Injection,Retail,36.63,829742,Insider,Unpatched Software,Firewall,57,0.505449133,Medium,Critical
USA,2021,DDoS,Telecommunications,99.81,460842,Unknown,Weak Passwords,AI-based Detection,59,0.837042955,High,Moderate
Australia,2022,Malware,Retail,47.33,839881,Unknown,Zero-day,Firewall,51,0.583399435,Medium,Critical
Brazil,2017,DDoS,IT,72.48,860625,Unknown,Zero-day,Firewall,4,0.765692514,High,Critical
UK,2019,SQL Injection,Healthcare,65.47,263110,Insider,Social Engineering,Firewall,6,0.537297655,Medium,Moderate
Japan,2020,Man-in-the-Middle,IT,13.61,506364,Nation-state,Social Engineering,Firewall,66,0.247244195,Low,Moderate
USA,2021,Phishing,Education,6.01,176772,Insider,Unpatched Software,Firewall,6,0.095125171,Low,Low
Brazil,2021,SQL Injection,Retail,1.32,564277,Nation-state,Weak Passwords,Firewall,1,0.178585835,Low,Moderate
Australia,2017,Man-in-the-Middle,Retail,47.97,36780,Insider,Unpatched Software,AI-based Detection,64,0.346861611,Medium,Low
Germany,2021,Ransomware,Retail,46.82,589744,Nation-state,Weak Passwords,VPN,32,0.504760578,Medium,Moderate
Russia,2018,Malware,Government,59.01,309230,Hacker Group,Social Engineering,Encryption,61,0.505914184,Medium,Moderate
China,2024,Man-in-the-Middle,Telecommunications,53.59,4913,Hacker Group,Weak Passwords,AI-based Detection,61,0.376641955,Medium,Low
Brazil,2020,SQL Injection,Education,50.41,350295,Insider,Unpatched Software,Encryption,5,0.458032162,Medium,Moderate
USA,2020,DDoS,Banking,60.20,998937,Nation-state,Zero-day,Antivirus,19,0.721232668,High,Critical
Brazil,2018,Malware,Telecommunications,96.22,445546,Nation-state,Weak Passwords,Firewall,45,0.807319966,High,Moderate
Brazil,2023,SQL Injection,Healthcare,7.33,486146,Insider,Zero-day,Firewall,12,0.197212184,Low,Moderate
UK,2016,Phishing,Education,29.49,466333,Hacker Group,Zero-day,Firewall,51,0.346401627,Medium,Moderate
Japan,2019,Phishing,Government,73.35,706019,Nation-state,Zero-day,Encryption,65,0.725384387,High,Moderate
UK,2020,DDoS,Retail,70.03,971464,Nation-state,Weak Passwords,Firewall,4,0.78180464,High,Critical
India,2015,Man-in-the-Middle,IT,76.97,224983,Nation-state,Weak Passwords,AI-based Detection,42,0.606363429,Medium,Low
Brazil,2019,Ransomware,Telecommunications,87.41,919425,Nation-state,Unpatched Software,Encryption,45,0.887859407,High,Critical
Russia,2023,DDoS,Telecommunications,57.25,115138,Unknown,Unpatched Software,Encryption,42,0.435344091,Medium,Low
Japan,2020,Phishing,IT,99.57,786468,Nation-state,Social Engineering,AI-based Detection,42,0.933086256,High,Critical
India,2023,Phishing,Retail,5.11,620560,Hacker Group,Weak Passwords,Antivirus,59,0.222009553,Low,Moderate
USA,2017,Malware,Government,56.74,976007,Insider,Social Engineering,Encryption,59,0.690128734,High,Critical
France,2016,DDoS,Education,46.58,361163,Hacker Group,Zero-day,Firewall,38,0.434481071,Medium,Moderate
Brazil,2017,Ransomware,Healthcare,54.78,469735,Nation-state,Zero-day,Encryption,57,0.524470305,Medium,Moderate
USA,2015,Man-in-the-Middle,IT,46.27,117231,Unknown,Unpatched Software,AI-based Detection,28,0.359104534,Medium,Low
Germany,2018,Ransomware,Healthcare,14.38,276925,Unknown,Unpatched Software,VPN,54,0.183777901,Low,Moderate
Australia,2019,Malware,Telecommunications,37.30,208089,Unknown,Zero-day,Antivirus,33,0.323575607,Low,Low
Australia,2016,Phishing,Telecommunications,63.81,71720,Hacker Group,Zero-day,Encryption,21,0.468238528,Medium,Low
Russia,2024,Ransomware,Telecommunications,35.62,236676,Nation-state,Social Engineering,AI-based Detection,67,0.320393662,Low,Low
India,2024,Man-in-the-Middle,Telecommunications,93.46,409281,Nation-state,Weak Passwords,Antivirus,18,0.777114561,High,Moderate
Japan,2023,Phishing,Banking,82.36,612815,Insider,Zero-day,Antivirus,12,0.760489286,High,Moderate
Russia,2018,SQL Injection,Telecommunications,11.32,153618,Nation-state,Weak Passwords,VPN,29,0.125350152,Low,Low
India,2023,Ransomware,Banking,57.15,704230,Nation-state,Zero-day,VPN,71,0.61143615,Medium,Moderate
China,2019,Malware,Retail,79.37,863510,Hacker Group,Weak Passwords,VPN,2,0.814793153,High,Critical
India,2024,DDoS,Healthcare,4.08,488599,Unknown,Social Engineering,Encryption,11,0.175196077,Low,Moderate
France,2022,Ransomware,Healthcare,80.73,964782,Unknown,Weak Passwords,VPN,47,0.854706799,High,Critical
Germany,2018,Man-in-the-Middle,IT,48.96,323027,Unknown,Unpatched Software,Encryption,49,0.43969776,Medium,Moderate
China,2023,Man-in-the-Middle,Education,10.55,12970,Unknown,Social Engineering,Antivirus,32,0.077749806,Low,Low
India,2020,Man-in-the-Middle,Government,50.19,659835,Unknown,Zero-day,Encryption,46,0.549387915,Medium,Moderate
China,2023,SQL Injection,Telecommunications,66.92,336320,Hacker Group,Social Engineering,VPN,51,0.569419689,Medium,Moderate
China,2017,Man-in-the-Middle,Banking,47.52,83617,Insider,Unpatched Software,AI-based Detection,64,0.357767527,Medium,Low
Brazil,2018,Malware,Banking,87.13,99178,Nation-state,Unpatched Software,Antivirus,27,0.639735261,Medium,Low
Brazil,2024,Ransomware,Education,80.10,489369,Nation-state,Unpatched Software,Encryption,41,0.707620381,High,Moderate
Russia,2017,Phishing,Telecommunications,2.22,620350,Hacker Group,Zero-day,Firewall,45,0.201714507,Low,Moderate
USA,2020,DDoS,Healthcare,38.14,846602,Insider,Weak Passwords,Firewall,31,0.521080037,Medium,Critical
India,2017,Malware,Government,61.02,650042,Nation-state,Unpatched Software,Antivirus,48,0.622266524,Medium,Moderate
Japan,2019,Man-in-the-Middle,Government,61.01,549197,Hacker Group,Social Engineering,Antivirus,59,0.59193197,Medium,Moderate
France,2023,Phishing,IT,15.49,138639,Hacker Group,Unpatched Software,VPN,14,0.150047731,Low,Low
Australia,2024,Man-in-the-Middle,Healthcare,93.40,833819,Insider,Unpatched Software,Antivirus,14,0.904102423,High,Critical
India,2022,Malware,Retail,13.88,813217,Insider,Zero-day,AI-based Detection,71,0.341223897,Medium,Critical
UK,2017,Malware,Banking,11.25,636273,Insider,Zero-day,Antivirus,30,0.269709473,Low,Moderate
Russia,2017,Man-in-the-Middle,Banking,66.53,45277,Insider,Social Engineering,Firewall,43,0.479344635,Medium,Low
